text|stars
My family has been going to Dr. Brittan for 10 years.  He is an excellent dentist and can handle any situation you can throw at him.|1
Great theatre! Super clean and nice sound in all theatres. Only caveat: I can read the prices on the beverage and popcorn menu sign thing, so when I order a medium, I want a medium, I can see that for 50 cents more I can get the large. I just don't want to pee myself when I get caught up in a good flick. But thanks anyway.|1
I stayed at the Motel right across the street from this restaurant when I stayed in Gila Bend. I had been driving all day through the hot desert and really wanted to kick back with a cold beer and some good food. Little Italy did not disappoint!! I got a large pizza that was AMAZING!! Plus the service was great too. Fast and friendly.|1
As far as sports bars go, this one can't be beat. You won't find one in the East Valley with better food, beer selection, happy hour, or a friendlier staff. This is hands-down one of my favorite places in all of Ahwatukee and the surrounding areas.  I've been here bunches of times, and the only one bad experience I had (overcooked burger) they took care of the situation above and beyond.  I can't say it enough: go, eat, drink, see for yourself: Public House is the best around.|1
i love this place and eat there every time I'm in the area.  Pizza, pasta, appetizers all fantastic.  Plan to spend some time waiting for a table.  We always have fun just eating at the bar.  Yumm|1
I have used Sandella's on three different occasions for catering lunches to business offices.  Jeff ( owner) does a fantastic job at not only running a great business but also with the quality of food he prepares for customers and excellent customer service and catering as well.  My offices that I bring lunch to love this food fare. It is a healthy alternative that many of my offices are craving after having so many lunches brought to them that weigh them down and make them feel like going to sleep after lunch. As a part of our healthcare community this food is something I feel confident about bringing to my colleges and offices that I visit. It taste great, it is made with only the best ingredient personally selected by Jeff and it is best of all , healthy.|1
Aiello's is my favorite Italian spot in the Valley.  In fact, I day dream about the Mushroom Ravioli Special - you can taste the love in this dish.   Great ambiance and a wonderful experience.  The staff are always attentive and professional.  The Owner makes a stop or two to make sure you're having a good time and they even let chance decide who pays for dinner, you or the house!  Helpful hint:  Try no to get stuffed on the tasty bread and hot peppers served before the entree, you're going to want to finish it!|1
"Let's start by disclosing that I grew up in New Orleans, went to school in Lafayette (home of the Ragin Cajuns), and REALLY know good New Orleans/cajun food. I grew up eating great po-boys, gumbo, red beans, and wouldn't consider eating any of these if not well prepared. That said, I can truly say that Jennifer and the Flavors of Louisiana gang make cajun food as good as any you'll find in New Orleans--SERIOUSLY. The po-boys are spot on (though the bread could be a little crustier) and the chicken & andouille gumbo is even better than mine--and, I assure you, that's DAMN GOOD. Frankly, I've never had better. The only thing that is not ""as good as it gets"" is the red beans and rice. They're good, but not quite the creamy ""Washday Monday"" staple that I grew up on. My cajun grandmother has Jennifer beat on that one, but not by much.   But, if you want a special treat and want to taste something that kills all, get a sausage po-boy. Hot sausage or smoked sausage po-boys are a New Orleans staple and my favorite po-boys of all. But, Jennifer blows them all away with her home-made andouille. Simply put, I've never had better sausage--ever. It's the reason her gumbo is soooo good and her po-boy the best ever.  I've eaten at Flavors many times, even though I live across town. Every time I go, I eat like a pig and bring some home to eat later. I have no affiliation with the restaurant, but wanted to post this as a review from someone who really knows New Orleans food and as a thank you to Jennifer and her crew for giving me a source for the best flavors in the World (not just Louisiana). As a matter of fact, I even overlook the fact that Jennifer is from Baton Rouge, instead of New Orleans or Lafayette and for not having any USL/UL Lafayette paraphernalia on the LSU/Saints wall. At least that is, so long as she keeps her promise to open another restaurant on the east side of town--that is, a lot closer to where I live.  If you want the ONLY good cajun food in Phoenix, treat yourself to Flavors of Louisiana. For me, it's just like a visit to any of my favorite po-boy shops in the old neighborhoods. It really is that good."|1
Gotta love a place open late in Phoenix. 2.50 petite martinis after midnite; yes please!|1
Being English and missing a lot of the things we can't get over here we were delighted to have found this place.  I have not tried all of the pasties and have stuck to the traditional ones that we get at home, i.e, cheese and onion and cornish and they are very good!!  I sent my husband there to buy their half baked ones so we could freeze them and have whenever we get the craving and I ended up ordering $80 worth without any regrets.  Needless to say my freezer is full of pasties and I even have a couple of ones I have not tasted before, so looking forward to trying those.  Have not eaten in the place either but quite frankly the food is that good I don't it would matter what it's like inside.  Also just noticed this is the Mesa shop we have only bought from the newly opened on in Tempe.|1
Fuego Bistro has quickly become one of my wife and I's favorite restaurants!  We went with a large group the first time and they were great about us having 7, including two smaller children.  Last night my wife and I went back for a date night and had the most wonderful time!  Jeff, the owner, is fantastic and always wants to make sure you have a great time.  The sommelier was also great.  He talked to us about the wine, gave us some tips for pairings, and even had us take a sip of wine while chewing our food.  It totally changed the character of both the wine and food.  Speaking of the food, the short ribs are amazing!  The best sides we've had are the creamed corn and the chipotle mashed potatoes, but the maple chili carrots and the cornbread green chili casserole are also very good!  The cocktails are great and the happy hour menu is pretty reasonable.  We will definitely be going to Fuego on a regular basis!!|1
I love the Ranch Market!  The atmosphere is great, the produce prices are very reasonable, and the civiche is excellent! I never go down the center isles, as they appear to be filled with typical grocery store packaged foods  What makes Ranch Market special are the fantastic offerings all around the center isles.    Here is my advice:  First, make your way to the fresca bar to get a fresh fruit drink, it's just past the bakery at the front door.  After you pick up your favorite fruit drink head over to the grill for some carne asada street tacos, but only order two because you'll want to save room for the seafood bar where you will find a deliciouso shrimp ceviche at a very reasonably price.  I usually order a half pound of the regular shrimp civiche and a half pound of the civiche ensalda; eat a little at the bar on a tostada and take the rest home for lunch the next day.  Yummy!  After you have filled your belly with the tasty carne asada and civiche, stop by the tortilla factory to get some fresh tortillas to go and don't forget to hit up the bakery for hot cream filled churro for desert.|1
I'm very new to PHX. I ended up talking to a cop at the airport who told me about Thursday Rockabilly nights at the Blooze. I had to check it out. My friend and I walked in and were instantly comfortable, excited, and impressed. The AC was pumping, beer was cold, the music; rockin, and the crowd; refreshing. The bathroom was great!  They don't have food there but they will let you bring in whatever you want. We went there pretty early, around 7:30ish. Unfortunately, because of ridiculously early work on Fri AM, I had to leave once it was starting to get really packed and lively around 10:30/11. I am so glad that I finally checked the place out though. I will definitely frequent The Blooze as often as I can.|1
"Oh my God, Chompie's is the bomb and I'm so happy to have a location so close to my house!  While this location has a steady customer base, I have never had to wait longer then five minutes to be seated, unlike the other location at 92nd Street, Win! Service has always been fantastic. Quick on to seat, quick to get drinks, quick on refills, and delicious food from breakfast to dinner items. As other reviewers have stated, the Jewish sliders are amazing, but I have also enjoyed different wraps and sandwiches. Prices are a little higher, but the food is well worth the money. There is a ""bar area"" with about six stools and two TV's that you are able to see from your tables/booths which usually has ESPN on.   The restaurant itself is all decked out in a NYC theme, well lit, but the acoustics aren't that great so it can get a little noisy. Bathrooms are nice and always clean. Oh, and don't forget to check out their bakery for delicious goodies to take home!"|1
This is a great relaxing spot to stop for breakfast. The food is always amazing and the atmosphere is something that will send you into the right mood to enjoy the rest of your day. I wish there where more spots like this on the civic center park it's such a great location.|1
Great experience at the Phoenician, specifically Il Terrazzo. We normally buy many loaves of bread from them at OTFM (Old Town Farmer's Market). They were absent yesterday so we called in an order & went directly there to pick it up.  Was gorgeous of course & they were as nice as pie.  And the important part is that the bread was fabulous as always (olive walnut, chocolate cherry sourdough, farmer's rye, wheat sourdough, rosemary sourdough, baguette).|1
I'm currently staying at Camelback Inn for 3 days. A pleasant treat after a molar extraction last Friday afternoon. Although I've sworn not to be seen in public with a swollen face, I am truly enjoying this trip. There's a trail just behind this resort and a completely awesome view of the hills. Awesome and I mean it. My hubby is out on his meetings and I'm juggling my work (the luxury of running your own biz, take it anywhere you want do it anytime you want, well not most of the time.. ).  Just had lunch at Hoppins Jack. Excellent service, friendly staff (especially the  handsome young german ;)). Anyway, ordered chicken sandwich with cashews and mandarin orange, delish. My lil' girl was pacified with a vanilla sundae with fruity swirl (raspberry or is it strawberries?) with peaches and berries.. I had a few spoonful, yummy. Kids menu was dirt cheap, fries and 3 pieces of chicken strips or rather crispy chunks  was actully tasty. I still have until tomorrow. Maybe if I have time, I'll head down to the spa for a desert rain loofah. Oh, as for the room, great decor, quite spacious and an outdoor porch with umbrella and seat to lounge around in the sun. Simply love the view. It takes me away from everything. I'm in heavenly desert.Highly recommended.|1
I have had a great experience every time I have been there.  The food is hard to beat and the service was pleasant.    Portions are reasonable, not huge (I'm a big feller), and I was satified every time I ate there.    Very pleasant environment, clean, spacious and calm.|1
Love this place!  Was in phoenix 3 weeks for work.  Ate here 3 times.  The squid salad is amazing!  They also have sushi, bibimbap, and tons of other items.  Must try!|1
"Ok so us 5 hot chix got all dolled up for dinner at City Hall it was about 7 when we arrived on Saturday. The service was top notch from the get go starting with the valet. We were seated by a pleasant hostess in the large main room. Our waiter was an entertaining gentleman, that's one huge plus I have to say about Mastro's is they ""usually"" have seasoned wait staff they really know their product.  They brought us the great basket of warm breads, we ordered bottled water for all and a bottle of some 06 Sauv Blanc that was mighty tasty. It was impossible to have an empty glass this night!  Everyone had fillet's but me of course, I mainly had apps, side's, wine and desert ;) I did try the seared ahi tuna it was ok I wasn't too impressed with it though. Beefsteak tomato & mozz (see pics) very yummy! The creamed corn, sauteed asparagus and mash were all very good!! I couldn't talk anyone into the lobster mash or any caviar boohoo me. =(  Everyone loved their meal!!  My g/f was coming back from the bathroom and missed a step or something somehow she lost her shoe but there was a busser or someone right behind her he picked it up for her and even put it back on for her! Now that is what I call 5 Star Service!!  We had creme brle they served it with various fresh berries and a huge bowl of their fresh made whip cream yum-gasm's were had all around. While Mastro's is not my top choice since I am not a ""Steakhouse kinda girl"" it was all good stuff. They always play some  Michael Bubl and who doesn't just love him!?! It was about 3 bills total and we went home with doggy bags and full tummy's.  P.S.  I had their sweet potato fries they were good but I like the ones at Fez better....just sayin. (O_o)"|1
Update!  Went back last night for dinner, this place is still awesome. I had the Las Vegas Rolls, they were pure deep fried goodness.|1
I could spend hours in this place. In fact, I know I have. There are so many things to look at and it's way more than just books. They have a ton of cards and stationary as well as fun trinkets. If you're into used books, this is the place to go. I've found nearly mint condition vintage books here and they've made the perfect gifts. The people who work here are great as well. They're more than willing to help and offer good recommendations. This is a go to if you're looking for a good read or just want to pop in and explore.|1
I really Love this place! I stopped in for lunch and tried a couple new things.   The Ravioli di Zucca Appetizer (see pics) which is: roasted butternut squash ravioli with parmesan, brown butter, sage and crumbled amaretti...OMG it was just delicious but a perfect appetizer to share , it's available in two sizes I got the small one. The sweetness from the crumbled amaretti is a very nice touch.  I ordered the Healthy Fish again (see pics) and once again it was perfect!  My guest ordered the Penne Salsiccia (see pics) which had Italian sausage, caramelized onions and pecorino cheese! The sausage was really good and for just $5 you can't beat that!|1
As a former Bay Area resident, I have come to love and appreicate all asian food. Generally, I prefer Japanese and Thai over Chinese, however, when it comes to Iron Chef it's my favorite.  The location is perfect as it's only a quick two or three minute drive from my house.  Their food is absolutely delcious and is on par with a high end chinese restaurant.  The quality of the meat, fish and vegetables is just excellent and it's always very consistent.  I generally order the garlic chicken as I love spicy food!  It's a wonderful mix of vegetables and white meat and the sauce is perfect, full of flavor and not at all greasy.  I also like the fact that they offer brown rice as an option and their eggrolls are some of the best I've tasted.    The family meal for $29.95 is an excellent value and is enough food for four or five people.   We ordered it for the two of us and had leftovers for a week!  It includes sweet/sour pork, broccoli beef, orange chicken, chow mein, fried rice, steamed rice, soup and eggrolls.    I sure hope that Iron Chef survives the recession.  I try to eat there as often as I can :)|1
In my opinion, one of the best steakhouses in town.  My husband and I go here for all our special occasions and have never had one bad meal.  The service is the best just like their steaks.  I recommend the Caesar salad, fillet, creamed spinach, cream corn, garlic and lobster mashed potatoes.  We will continue our tradition and keep coming back here.|1
Amazing place for exceptionally good beer and time with friends! Minimal menu but great collaboration with other local vendors and ordering for delivery at their location is encouraged! Their beer recently passed Four Peaks as my favorite too, not an easy feat! If you're on the fence at all about checking this place out, do yourself a favor and just get yourself there!|1
"Did I ever write about the time I left my ipad here?  Didn't realize for a couple of hours. Heart racing, I called, emailed, hoped it would be recovered. What gracious responses! I got an email early next morning, lots of reassurances, help for when/ how to pick up... Ok so I've reviewed this place before, key words are wonderful creative dishes, a light touch for subtle flavor (right now I'm having a delectable plate of greens, shaved herbs, summer squash wrapped around burrata--- who woulda thought?) but most amazing is the heart warming genuine service of all who care for you here.  Oh.. And there's mightly fine wine on ""tap"". Heh heh.."|1
i hate going to places that i can goto near home, in Phx for the Cubs games.. but my daughter wanted pizza and we saw Z and had to go becuz we know how good it is. I like this one alot better then ours.|1
best. grilled. cheese. and. tomato. soup. ever.|1
Caught Louis CK here last night...   Beautiful theater... absolutely stunning. It was clean, the staff was really nice, and parking was a breeze. The sound was great, the seats were comfy, and I can't really find anything to complain about. Truly one of the most gorgeous theaters I've seen - down to every detail - it's my new favorite... I love it.   L.O.V.E.  If you twisted my arm and forced me to complain - well, in the lobby where they were serving drinks, the line got a little excessive. It wasn't so bad really - but I tried both of the wine they were selling and I kinda hated them. This is more of a bit of advice for you to booze it up before you get there than it is a complaint. I can't recommend this place enough.|1
A burger? With anything I want? FINE....I'll do it.  I need no convincing for a burger, fries and a coke (Thanks Carl's Jr.)   Earleir this afternoon, after a heavy morning of househunting with a couple realtors, I decided to sit my fat backside at a table and eat. And eat well.  I stumbled into the Five Guys at the Fashion Square mall. Not sure how long it's been open. Perhaps it was the grand opening?  It was PACKED! But I digress.  As soon as you get to this location in the food court of the mall, you'll realize that this is not your typical burger joint. They have their own seating separate from the mall-commoners. And their own bathrooms (CLEAN)  You get to the counter and you see a sign telling you about the potatoes they are using for the fries you will be eating.  Ordering your burger isnt a gong show. Fairly easy. All the toppings are listed and all toppings are FREE!  My food was delicious. Got a burger with some of my favorite toppings: onions, tomatoes, etc.   The fries reminded me of an experience I had back in high school, when I held a girls hand for the first time. Soft, perfect and lovely. That's how these fries felt. Ok that sounded weird. Tough.  Oh, I forgot to mention that the soda fountains had COKE ZERO!! EFFING AWESOME! I MEAN THIS IS THE MOST DOPE SODA EVER!!   (I'm really hoping this Kanye yelping phase ends soon, since my reviews make me seem like a bigger Jackass than I seem in person).  Ultimately, I left this place happy, satisfied and I will come back again.  Oh...the answer to the one question in everyone's mind? YES, BETTER THAN IN-N-OUT!|1
I'm so sad I didn't discover the Herb Box sooner. I went for a girl's lunch and was blown away - by the decor, the vibe, the view and the food - and this was during the winter. I can't wait for patio weather because this will become a weekend go-to spot for me. The salads and sandwiches are delicious and the fries and chips - holy moly! They're amazing and you'll get tons of them. The decor is perfectly shabby chic with a traditional twist and I could seriously move in.   If you and your mom and girlfriends love the quaint feel of Arcadia Farms, give Herb Box a whirl. It's got the same feel, but more modern. Love love love it.|1
I was in Bomberos for breakfast this morning, and I was told they now carry Coca Lite!  So much better than Diet Coke - I had no idea I could find it anywhere in the US!  How great is that?  Also, Bomberos is now using MJ Breads and Tammie Co pastries... not too shabby, huh?|1
The food on its own is very good, probably worthy of a four star rating by itself, especially considering how difficult it is to find even passable Italian food in the West Valley.  I bumped Grazie up from four-stars to five-stars because the service is very, very good, ownership is attentive and the atmosphere is very pleasant.  As for the pizza in particular: for a NY native, finding decent pizza in Phoenix is close to impossible. Good thin-crust (Italian-style, as opposed to NY- or Chicago-style), like what they have at Grazie, does happen to be a bit easier to execute, and Grazie does it well. Would I have loved to find a great NY- or Chicago-style slice instead? Sure, but good pizza is good pizza nonetheless.|1
I am in love.  This restaurant does everything a good restaurant should.  Ambiance, service and product were good.  The only disappointment I had was with the hour wait on the Monday we went without a reservation.  My party of four had an excellent time celebrating a birthday.  Two had the short ribs.  Tender to a fault, served with delicious Bar-B-Que sauce and pecan grits.  One had the fillet with a spicy aioli and delicious potatoes. My meal was a huge pork chop, stuffed with Maytag bleu on a ancho bread pudding.    For an app I split the chop salad.  It deserves special mention and I do recommend it, but it is not a sustaining salad, more of a amuse-bouche.  For dessert we split the peanut-butter cheese cake, delicious.  The beverages deserve some mention.  The wine list is this restaurants' only fault, it is tooooo long.  There is a smaller, delicious by-the-glass selection.  The beer selection is well crafted.  I had two of my favorite beers, Dogfishhead Chicory Stout, something I had only had by bottle, wonderful.  I normally don't like high-priced eateries b/c there is often a lack of creativity, Cowboy Ciao doesn't disappoint.  Recommended over any Capital Griller or Flemmingsery for creativity and value for dollar.|1
Tried this place for the first time tonight, and was impressed with absolutely everything. Well-lit building in a decent location in the Arcadia area. I drove here from the Garfield neighborhood and it was well worth it. Juicy chicken and awesome cafeteria throwback crinkle fries, along with one of the best slices of toast I've ever had. All three of these foods were still crispy when I got home, which almost never happens with fast food. I wish I had gotten the girl's name who took care of me. She was cute as a button- very enthusiastic and happy to answer my questions. I'll be back here soon!|1
These guys have the tacos and nachos thing figured out. Great decor and hot, hot waitresses.   We had lunch and it was pretty quiet. Good service. I'm sure things get crazy at night, though!|1
Great gluten free Italian place! Tell all you gluten free friends, they will love you for it!|1
This place is still open, but the name has been changed to Juba, and it is under new ownership. Same spot though, and the food has pretty much stayed the same besides a few changes in the menu.   Anyway, I absolutely love coming here. My friend, Molly, is one of the servers, and I love her for introducing me to Ethiopian cuisine. It's definitely a very interesting blend of flavors, but now I come here about once or twice a week and stuff my face. I recommend trying both the vegan combo and the pita sandwich with chicken or falafel. The coffee drinks are delicious too and since they're made with Ethiopian coffee, the taste is very unique.   If you've been hesitant about trying Ethiopian food, just get over it and go try the food at Juba. You won't be disappointed!|1
Still in love with this place and how much care they really have for all of their clients.   I hit another, I want a piercing moods and swung in on a lunch break last week, determined to get this piercing I thought would be perfect on me.   As usual Jo was absolutely amazing. He brought me back and we discussed what I wanted and when he looked at how my ear was shaped he said that I may want to try something like this (then drawing dots where they would go). He took into consideration my piercing past and said it's subtleness and the petite jewelry would suit me well.  And as always, I came out super impressed and ready to show off my piercings. They still look amazing a week later. I'm still in love, and they are perfectly healthy. Job well done. But I'm not surprised.|1
Great Brisket. There has not been good BBQ in south Scottsdale for a long time. There is now!. The food is wonderful and priced well. Stop in and grab a bite.|1
I absolutely love their personal hotpot room!  I tried it for the first time Sunday...and went back Monday again! Their item portion is big and fresh!  Only downside is that there isn't any sauce that is pre-made... Other than that, this place is AMAZING|1
First time here, new favorite. You can create your own antipasti plate, and the pretzels and fondue are AMAZING. Also the ricotta gnocchi is the best I have ever had. Service was good, Liz was our waitress and she was very friendly and helpful. Monkey bread is also stellar. I cannot wait to go back.|1
Still flying solo.  My friends took me for dinner here and it was excellent.  Humus appetizer was great.  For main course did broiled chicken pita wrap and it was perfect.  Recommend!|1
Places like Made make me realize that there is hope for my life in Phoenix.  It is a cute converted house shop that carries a wide array of stuff that you won't find easily elsewhere.    There is lots of cute baby stuff that I would laugh at if I ever saw a baby wearing.  The jewelery is unique and cool- it made me feel like I had etsy right in front of me, live!  They have some good books around and some key David and Goliath pieces.    I heart places like Made, so therefore I heart Made.|1
"I went for brow threading.  Yelena was extremely gentle and took her time making sure they were perfect!  I just found my new ""brow lady"" and she's just across the street from my office! LOVE IT!!!  Give her a try!"|1
Beaver Choice is an excellent place which I have had the chance to visit three or four times.  This is about as home-cooked as you can get in a restaurant.  It's like eating at Mom's house, if Mom happens to be Swedish.  I've had a few of the entrees -- schnitzel cordon bleu, pork medallions, seared gravlax -- and all were delicious.  Especially the gravlax.  The sides are also great, and you usually get three per meal.  The poutine is perhaps not as good as what you'd get in Quebec, but it's easily the best I've had in Arizona.  The fact that they even have poutine wins this place a few points.  I have also had the opportunity to try their dessert specialty, the Beaver Supreme.  This mess of chocolate, meringue, cream, mandarin orange, and possibly a few other things, is the sort of thing which you set out intending to only eat half in the first sitting, but ultimately find your free will diminished, invariably resulting in an empty dish and a fear of the onset of diabetes.  Also, it seems one gentleman gave this place low marks for the long preparation time on a chicken wrap.  I just have to ask, why would anyone go to a Scandinavian restaurant and order a chicken wrap?  Can you imagine what would happen if you wander into a Viking camp and order a chicken wrap?  Your head would be off before you could recite one measly Odinian incantation.|1
Had a great experience. DId not feel gouged or pressured and our dog got the proper treatment for dehydration.  Friendly staff. Prompt service. Special attention from Dr. Heinritz appreciated. Very professional.|1
I've eatin' a lot of pizza and can say without worries that Mama Mia's is the Best I've had -- Consistency, value and great service sets them apart -- They also have the best take out wings in town!!!!|1
If you desire true Chicago deep dish pizza, then Nello's should be at the top of your list! This is a staple pizza location in the Valley- and my family has been going for years. Nello's offers a great menu, drink list, and atmosphere. They offer an excellent Mon-Fri lunch special - a large drink, salad and 2-topping personal pizza for $8.99- what a steal! Don't pass this place up, it's worth it.|1
Yes I do rock the hipster joints.  I dig this place.  A little bit of a scene, but the food is solid and the service is great. Hard not like it.  All in all a great spot.  I tend to switch up my favorites but I typically hit this up for breakfast when in the 602.|1
Since the Gilbert location has closed. The Tempe location has had more things to offer. The staff has really stepped it up on customer service. They do there best on helping you find whatever it is your looking for.|1
"stopped here on our way home on a road trip.  if i had known, i would've stopped on the way out, too.  the bear name drew me in (and the assumption that a diner would have chocolate malts).    the food was fantastic.  boyfriend ordered ""bob's big bear burger"" and it was probably the biggest hamburger i've seen in person.  apparently it was delicious (how he ate the whole thing, i will never know).  i ordered some sort of burger basket combo, featuring a much smaller cheeseburger (which was delicious), hearty portion of fries (which were ok), and the chocolate malt was only $2.99 (instead of $4.50-ish)  with the combo.  And it was one of the best chocolate malts I've ever had.  And the prices were reasonable.  And I actually loved the kitschy bear theme.  Can't wait for another trip that takes me through Phoenix (and I never thought I would say that)."|1
I really enjoy this place. It's beautifully designed. It's hidden in a historic neighborhood, (zoning issues so no patio), and they make they own tonic! ---What else does one need?   But now the food. Rich, full flavored, comfort food. I don't think there is a cuisine style here as far as I could tell, just some of the best food around.   Had the fontina crusted with pinko and walnuts, awesome. A potato side dish, damn good I tell you. For the main course the skirt steak, which was some of the best red meat I'm had in a very, very long time.   This is my vote for best new restaurant in Phoenix. Seriously.|1
Please give this place a try when you're making your next stop at Pita Jungle. This restaurant seems to be very underrated and overlooked. We went on a Wednesday night around 7:30pm and it was empty while Pita Jungle was packed. Just the two of us on the patio, which was very nice. The interior and atmosphere are great. Nice tables & chairs, candles, shelves with wine bottles and art, and a very nice bar.  An Iranian family owns the restaurant and cooks everything themselves. That's the first sign of a high-quality establishment. They were incredibly nice to us and brought us whatever we needed. They gave us some good suggestions, like their Iced Black Tea, which is fantastic. It has a few other elements to it including Lavender. They brought us extra pita when we ordered some appetizers as well without us even asking.  For our appetizers, we tried the hummus and the tabooli. The hummus was very creamy but a little plain. We wished there was more flavor or spice to it. Not a big deal. That was the only part of our meal that was not 5 stars, but 4 stars. The tabooli....ridiculous. I've never been a fan of tabooli. It usually has too much parsley. But their version was balanced perfectly.  For an entree, I tried the Chicken Shawarma and we split a side of Basmati rice with saffron. A huge plate of rice with great seasoning. The saffron and olive oil gave the fluffy rice great texture. The Shawarma was fresh and delicious. The chicken was cooked and seasoned nicely.  For dessert, we tried the Persian vanilla ice cream with rose water and saffron as well as the Baghlava. The ice cream was some of the best we've had. Great flavor. The Baghlava was a great complement to the ice cream. A nice sweetness from the honey and the flaky dough was great.  So in summary, great atmosphere, great owners, out-of-this-world food, and very affordable. Everything we had came to about $32. We will return many times in the future because their menu is very promising. Just wish their name fit the type of place that it is. The current name makes it sound like just another Middle Eastern restaurant, which it definitely is not.|1
"This review corresponds to my first Check-In to Oregano's.   Outside of the wait times, I've not had a bad experience @ Oreganos. The food was good, the people were friendly and I had a good time. This visit was no exception. Even when my wife got meat in her minestrone soup, the situation was handled impressively well. I've known for years that my wife is a VERY picky eater when dining out, she left all smiles and so did I.  It's one of few places I go to with ""stuff"" on the walls that I don't find obnoxious.    Keep up the good work."|1
Being a very experienced pho eater, I must say that the pho at the BlueMoon is excellent!  That, plus the pho is 50% off, so that must have added to my utility.  Veggies were fresh and the service friendly.  Oh, and the appetizer came out only a minute after ordering.  Meal was hot and came out just as we finished the appetizer.  Spent a total of $13.61 (including tax) for (2) large bowls of pho, a Thai ice tea and a order of fresh spring rolls.  Our bellies were stuffed and wallets intact.  Will eat here again!|1
No need for a long review.  Every In-N-Out I have ever been too has been amazing.  Great Food Great Customer Service  Love this place|1
I rented bikes here for the first time today and took them for a ride on the green belt.  It was so fun and the husband and wife working the shop were so friendly and helpful! I will definitely be a returning customer and recommend this to people who are looking for a fun outdoor activity.|1
"AMC Esplanade is by far the most successful navigator of the new ""Dinner and a Movie"" blue ocean the theater industry is starting to penetrate (that's right, I just referenced Blue Ocean Strategy, get over it).  No, it's not an extremely enlightened idea. I've been sneaking Bacardi into theaters since 2003 so it's about time theaters realize they should probably attempt to turn a profit off of it, but AMC really upped the game by not only providing me the option of purchasing alcoholic beverages from THEM, but also upgraded chairs, and a ton of delicious food (Including the obligatory $4 box of candy which is hilarious sitting next to a $9 burger. Like ""Don't mind this $9 full meal over here, we still stand firm that Gummi Bears are worth their weight in gold."")  Yes, it's more expensive than a regular ticket. Almost double for the nice seats. But trust me, YOU WANT THOSE SEATS. You will regret not getting the $15 seats if you don't buy the $15 seats so just pony up the cash and delight in the fact that movie theaters are now almost as comfortable as watching a movie in your own home.   This theater is so nice it even makes bad movies tolerable. I saw The Master here and probably would have stabbed myself in the eye with my embezzled Bacardi flask if I didn't have a comfy recliner and three glasses of wine to get me through it. I seriously won't go to a movie anywhere else and I guarantee you'll say the same once you go. FIVE STARS."|1
"As I passed the velvet rope flanked by shiny, exotic cars I knew I was in for an experience.  Some might call it a fine-dining experience, but clearly this was something more.  A tribute to opulence and Regan-era excess, Dominick's is your seven-figure foodie fantasy come alive; from the moment you enter the swanky foyer to the gleaming 10 inch tower of tiramisu that finishes your meal.  It's glittery, bedazzled, and oozing pretension - and I loved it.  The Service My visit to Dominick's was the night after it's official opening.  The service tried very hard to be as impeccable as the surroundings and, while not perfect, the charming staff and the sincere effort put forth made little things like missing napkins and bread plates instantly forgivable.  Our server, Drew, let us know that the wait staff only had 2 - 3 tables each and it was very evident in the personal service we received.  A few more weeks of experience for the staff should easily iron out the little wrinkles.  The Food We started with the jumbo shrimp appetizer, which unfortunately came with 3 shrimp - hardly conducive to sharing - so we ordered two. And ""Jumbo"" they certainly were, accompanied by a kicky cocktail sauce which my dinner companion felt was spicy enough.  Ever the daredevil, I added additional horseradish to mine because who doesn't like to burn the inside of their nostrils at dinner. For the main course we both had the 9-oz filet, lobster gnocchi and steamed asparagus.  My filet was a perfect rare-plus with a dark pink center, expertly seared and juicy. Surprisingly the lobster gnocchi really stole the show for me.  I'm not big on starches or cream sauces so when it was suggested I wasn't particularly excited; I should have been.  The dough was light and fluffy, the cream sauce not too rich and the lobster added the perfect amount of salt & texture. After dinner I indulged in a grand marnier while my companion ordered the tiramisu.  He was presented with a 10 inch tall hunk of cake that could easily have been intended for 4 people.  The tiramisu was spongy and light, with a lovely cool custard and only a subtle flavor of rum.  A nice finish to an excellent meal.    Atmosphere We were lucky enough to score a poolside table which started off as very romantic but over the course of the evening became quite the place for people watching.  The scene at the small bar area on the 2nd floor was bustling and both the waiters and I wondered aloud how long it would be before a guest fell in the pool.  I bet they didn't make it through the weekend without someone making a splash."|1
I can't believe I haven't wrote a review for Ted's yet! By far, one of my favorite places to go. You can get full off of some tasty food for a great price. I normally get a hot dog with mayo, onion, hot sauce and a pickle. I also like the corn dog and onion rings. I can always get a satisfying and fulfilling meal for $5-7. Love it!  Can get a little crowded on the weekends, but generally all the people are pretty fast and nice.|1
Unfortunately Out of Business.|1
Please excuse this review as I am writing it as I come to from my food coma. We just moved to Phoenix and at the time of dining we were not familiar with the Fox Restaurant Group. We happened upon CD on accident on a Tuesday night. I must say the place was pretty hoppin' for an early week night. We ordered the pretzels with fondue, the fried chicken and the steak. It was so good we didn't even speak to each other through the entire sitting. It was the kind of meal you don't mind having indigestion after because you get the pleasure of re tasting the deliciousness. Gross, I know, but you know what I'm talking about! The server we had was as good as a ghost. We never wanted for anything but he left us alone. I wasn't super crazy about the monkey bread but my honey ate it like we hadn't had a ridiculously large meal 15 minutes before. I'd kinda like to shave off like a 1/4 of a star because the staff was ultra trendy/Indie as were a majority of the patrons. They looked like H&M and Urban Outfitters threw up all over them but if that's the gimmick I'm ok with it since the food was so amazing.|1
